shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
400001,35,43.344360,-8.408890,2685.71211395617
400001,36,43.343930,-8.408930,2733.635286213414
400001,37,43.343750,-8.408920,2753.666730075753
400001,38,43.343360,-8.408850,2797.400701132611
400001,39,43.342960,-8.408720,2843.104236897273
400001,40,43.342630,-8.408550,2882.2893308459356
400001,41,43.341910,-8.408050,2971.981048188153
400001,42,43.340710,-8.407160,3123.5888494632486
400001,43,43.338320,-8.405380,3425.8282822010915
400001,44,43.336520,-8.404110,3650.7950855215668
400001,45,43.336330,-8.404070,3672.1683968019734
400001,46,43.336000,-8.403850,3712.9490642851893
400001,47,43.335920,-8.403810,3722.414661100364
400001,48,43.335810,-8.403780,3734.8844471861867
400001,49,43.335730,-8.403820,3744.3500474615844
400001,50,43.335690,-8.403920,3753.5801166084575
400001,51,43.335660,-8.404440,3795.768378268901
400001,52,43.335600,-8.404950,3837.551892241508
400001,53,43.335460,-8.405340,3872.726482218736
400001,54,43.335210,-8.405790,3918.5234825947837
400001,55,43.335140,-8.405950,3933.6245082682485
400001,56,43.335120,-8.406050,3942.0124884145484
400001,57,43.335140,-8.406180,3952.7592468570524
400001,58,43.335120,-8.406250,3958.841832648825
400001,59,43.335060,-8.406340,3968.715829698132
400001,60,43.335010,-8.406360,3974.5061122268376
400001,61,43.334910,-8.406500,3990.3759774679634
400001,62,43.334700,-8.407020,4038.4804454924943
400001,63,43.334550,-8.407450,4077.0510886843967
400001,64,43.334460,-8.407800,4107.075586763545
400001,65,43.334390,-8.408270,4145.877395545378
400001,66,43.334350,-8.408740,4184.149848312202
400001,67,43.334310,-8.409590,4253.040766572336
400001,68,43.334280,-8.409720,4264.0715430661
400001,69,43.334160,-8.410020,4291.762272161694
400001,70,43.332910,-8.412330,4524.626768133843
400001,71,43.332940,-8.412370,4529.27377436869
400001,72,43.332950,-8.412430,4534.2523905740745
400001,73,43.332940,-8.412510,4540.817710799821
400001,74,43.332900,-8.412560,4546.829138401145
400001,75,43.332850,-8.412570,4552.447415537313
400001,76,43.332810,-8.412560,4556.968159686604
400001,77,43.332780,-8.412510,4562.21051478946
400001,78,43.332760,-8.412450,4567.548684775803
400001,79,43.332770,-8.412380,4573.318523829613
400001,80,43.332800,-8.412330,4578.560879446153
400001,81,43.332850,-8.412310,4584.351178419963
400001,82,43.332910,-8.412330,4591.216186644
400001,83,43.334160,-8.410020,4824.080682616148
400001,84,43.334280,-8.409720,4851.771411711742
400001,85,43.334310,-8.409590,4862.802188205506
400001,86,43.334350,-8.408740,4931.69310646564
400001,87,43.334390,-8.408270,4969.965559232464
400001,88,43.334460,-8.407800,5008.767368014297
400001,89,43.334530,-8.407150,5061.9117003543215
400001,90,43.334620,-8.406750,5095.775691458211
400001,91,43.334850,-8.406160,5149.915433693489
400001,92,43.334880,-8.406030,5160.946116119089
400001,93,43.334930,-8.405970,5168.325786118855
400001,94,43.335000,-8.405950,5176.275742589015
400001,95,43.335070,-8.405980,5184.428805553789
400001,96,43.335120,-8.406050,5192.363729194782
400001,97,43.335140,-8.406180,5203.110487637286
400001,98,43.335190,-8.406310,5215.0040916287535
400001,99,43.335940,-8.407240,5327.308981333135
400001,100,43.336300,-8.407680,5380.869819664627
400001,101,43.336370,-8.407730,5389.641237104651
400001,102,43.336510,-8.407780,5405.725191580964
400001,103,43.336570,-8.407770,5412.445737651208
400001,104,43.336720,-8.407850,5430.335949377977
400001,105,43.336840,-8.407990,5447.835893938651
400001,106,43.336880,-8.408130,5460.000765278022
400001,107,43.336900,-8.408270,5471.539688667448
400001,108,43.336880,-8.408390,5481.496306511879
400001,109,43.336870,-8.408540,5493.678508259042
400001,110,43.337200,-8.409190,5557.787640499475
400001,111,43.337560,-8.409790,5620.693075364133
400001,112,43.337750,-8.410080,5652.2592919916715
400001,113,43.338140,-8.410610,5713.233737540488
400001,114,43.338290,-8.410790,5735.372225737069
400001,115,43.338450,-8.410920,5756.037717179259
400001,116,43.338550,-8.410930,5767.186596530849
400001,117,43.338630,-8.410990,5777.319593137838
400001,118,43.338690,-8.411090,5787.803700770537
400001,119,43.338700,-8.411160,5793.572997333384
400001,120,43.338800,-8.411320,5810.634047233705
400001,121,43.339030,-8.411560,5842.740164567483
400001,122,43.339210,-8.411750,5867.973333237191
400001,123,43.340170,-8.412870,6007.970081090069
400001,124,43.340260,-8.412920,6018.763670898718
400001,125,43.340310,-8.412890,6024.829722966788
400001,126,43.340440,-8.412910,6039.375289029581
400001,127,43.340550,-8.412990,6053.212383026141
400001,128,43.340600,-8.413110,6064.396654720667
400001,129,43.340590,-8.413210,6072.559811807802
400001,130,43.340680,-8.413420,6092.271937626173
400001,131,43.340750,-8.413510,6102.928374721899
400001,132,43.341220,-8.414060,6171.555116827938
400001,133,43.341330,-8.414150,6185.788245949857
400001,134,43.341570,-8.414290,6214.777348761513
